분류번호,측정소명,년/월/일,회차,경도,위도,채수시각,수심(m),수온(℃),DO,BOD(㎎/L),COD(㎎/L),SS(㎎/L),TN(㎎/L),TP(㎎/L),TOC(㎎/L),경도_십진수,위도_십진수
3203A30,웅천천1,2025-01-06,1회차,"126°40'33.41""","36°17'27.1""",13:30,,5.1,14.3,3.6,1.6,2.4,2.883,0.008,2.2,126.6759472,36.29086111
1005A60,원주,2025-01-06,1회차,"127°44'46.03""","37°12'18.38""",:,,,,,,,,,,127.7461194,37.20510556
3302A55,원평천1,2025-01-06,1회차,"126°55'6.9""","35°44'48.3""",10:31,,4.1,13.1,1.2,5.5,4,4.436,0.056,2.7,126.9185833,35.74675
1025A21,월문천,2025-01-06,1회차,"127°15'16.56""","37°36'20.88""",10:40,,3.9,14.5,1.2,5.1,1.3,3.527,0.011,1.9,127.2546,37.6058
3011A90,월하천,2025-01-06,1회차,"127°17'17.5""","36°34'14.4""",10:20,,5.7,12.8,0.8,3,3.6,2.665,0.037,1.6,127.2881944,36.57066667
3012A55,은산천,2025-01-06,1회차,"126°52'17.5""","36°17'44.5""",11:25,,3.8,12.3,1.5,4.4,1.6,3.324,0.026,1.6,126.8715278,36.29569444
2019A50,의령천,2025-01-06,1회차,"128°17'1.96""","35°18'57.1""",12:20,,8,11.8,1.1,5.1,7.2,2.424,0.03,4.5,128.2838778,35.31586111
1013A40,의암댐,2025-01-06,1회차,"127°40'32.3""","37°50'15.1""",10:53,,3.9,12.9,0.1,2.6,1.9,1.693,0.016,1.6,127.6756389,37.83752778
4104A10,이사천1,2025-01-06,1회차,"127°22'54.12""","35°0'18""",13:30,,6.9,12.4,1.8,2.8,1.1,1.253,0.008,0.5,127.3817,35.005
1007A60,이포,2025-01-06,1회차,"127°32'22.9""","37°24'5.8""",12:05,,3.3,14.2,1.2,2.7,1.9,3.906,0.024,1.9,127.5396944,37.40161111
1011A20,인북천1,2025-01-06,1회차,"128°10'58.08""","38°5'18.24""",:,,,,,,,,,,128.1828,38.0884
1021A20,임진강3,2025-01-06,1회차,"127°0'49.56""","38°0'33.92""",:,,,,,,,,,,127.0137667,38.00942222
1023A22,임진강6,2025-01-06,1회차,"126°49'16.32""","37°54'21.07""",:,,,,,,,,,,126.8212,37.90585278
1003A50,제천천2,2025-01-06,1회차,"128°7'4.8""","37°7'56.8""",14:30,,2.8,15.5,0.2,1.7,0.4,3.154,0.006,1,128.118,37.13244444
1003A55,제천천3,2025-01-06,1회차,"128°6'31.9""","37°7'13.6""",14:20,,3.4,16.4,0.4,2.6,2.4,4.851,0.013,2.2,128.1088611,37.12044444
1003A71,제천천4,2025-01-06,1회차,"128°3'21.71""","37°5'21.75""",:,,,,,,,,,,128.0560306,37.089375
1003A70,제천천5,2025-01-06,1회차,"128°1'47.8""","37°4'14.2""",13:50,,,,,,,,,,128.0299444,37.07061111
1001A30,조양강,2025-01-06,1회차,"128°39'10.1""","37°26'20.8""",:,,,,,,,,,,128.6528056,37.43911111
1015A30,조종천4,2025-01-06,1회차,"127°24'29.51""","37°43'42.03""",:,,,,,,,,,,127.4081972,37.72834167
1002A20,주천강3,2025-01-06,1회차,"128°19'53.4""","37°13'46.9""",:,,,,,,,,,,128.3315,37.22969444
2012A10,죽장천,2025-01-06,1회차,"129°4'21.1""","36°6'22.6""",13:12,,5.6,12.2,1.6,0.6,1.8,1.798,0.012,0.5,129.0725278,36.10627778
1018A30,중랑천3,2025-01-06,1회차,"127°3'4""","37°41'10.7""",:,,,,,,,,,,127.0511111,37.68630556
3012A50,지천1,2025-01-06,1회차,"126°51'31.9""","36°19'33.9""",11:10,,3.5,13.3,1.5,3.5,1.6,2.311,0.005,1.3,126.8588611,36.32608333
2201A06,지헌,2025-01-06,1회차,"129°5'58.07""","35°34'38.65""",12:22,,8.4,11.9,0.3,1.9,0.4,1.068,0.022,0.5,129.0994639,35.57740278
3001A20,진안천,2025-01-06,1회차,"127°27'16.4""","35°48'39.6""",13:15,,5,14.2,2.5,3.2,2.4,3.573,0.025,2,127.4545556,35.811
1101A27,진위천1,2025-01-06,1회차,"127°13'17.04""","37°6'34.56""",:,,,,,,,,,,127.2214,37.1096
1101A29,진위천2,2025-01-06,1회차,"127°7'4.08""","37°6'8.64""",:,,,,,,,,,,127.1178,37.1024
1101A72,진위천5,2025-01-06,1회차,"126°59'33""","37°4'51.6""",:,,,,,,,,,,126.9925,37.081
1101A75,진위천6,2025-01-06,1회차,"127°0'59.4""","37°1'2.64""",:,,,,,,,,,,127.0165,37.0174
2017A50,창녕천,2025-01-06,1회차,"128°26'25""","35°29'56""",11:30,,2.7,20.2,2.1,5.7,1.2,4.589,0.02,5.1,128.4402778,35.49888889
2021A20,청도천,2025-01-06,1회차,"128°46'16.32""","35°34'34.32""",12:31,,5.2,17.1,2.7,4.3,4.3,3.48,0.03,4.7,128.7712,35.5762
1007A15,청미천6,2025-01-06,1회차,"127°43'8.8""","37°12'7.9""",:,,,,,,,,,,127.7191111,37.20219444
1015A10,청평,2025-01-06,1회차,"127°25'11.6""","37°43'28.2""",:,,,,,,,,,,127.4198889,37.7245
3005A20,초강1,2025-01-06,1회차,"127°55'55.8""","36°12'20.1""",15:56,,4.9,14.8,0.7,0.7,0.5,1.944,0.008,1.3,127.9321667,36.20558333
3005A10,추풍령천,2025-01-06,1회차,"127°56'14.7""","36°13'13.7""",15:26,,2.7,14,0.7,1.9,1.3,3.004,0.006,2.3,127.9374167,36.22047222
1013A60,춘성교,2025-01-06,1회차,"127°33'7.56""","37°50'44.88""",:,,,,,,,,,,127.5521,37.8458
1010A35,춘천1,2025-01-06,1회차,"127°40'5.2""","37°58'5.5""",:,,,,,,,,,,127.6681111,37.96819444
1003A75,충주,2025-01-06,1회차,"127°58'47.3""","37°0'44.3""",:,,,,,,,,,,127.9798056,37.01230556
2011A25,칠곡,2025-01-06,1회차,"128°23'52.1""","36°1'6.8""",10:00,,3.6,13.5,2.2,4.9,3.6,2.475,0.017,3.4,128.3978056,36.01855556
2101A70,칠성천,2025-01-06,1회차,"129°21'40.95""","35°58'25.33""",14:48,,4,16.4,1.2,4.5,5.6,4.88,0.019,5.8,129.361375,35.97370278
1018A16,탄천5,2025-01-06,1회차,"127°7'21.36""","37°28'1.2""",:,,,,,,,,,,127.1226,37.467
2017A30,토평천1,2025-01-06,1회차,"128°28'51.7""","35°33'36.6""",10:58,,3.8,16.1,1.7,3.6,5.8,6.275,0.104,3.6,128.4810278,35.56016667
3203A50,판교천,2025-01-06,1회차,"126°40'43.68""","36°5'30.12""",13:10,,5,12.1,1.8,3.5,4.4,1.485,0.019,2.8,126.6788,36.0917
1025A03,팔당,2025-01-06,1회차,"127°14'11.35""","37°32'42.31""",:,,,,,,,,,,127.2364861,37.54508611
1017A10,팔당댐,2025-01-06,1회차,"127°17'.02""","37°31'17.02""",10:30,,2.5,12.6,1.1,2.7,1.9,2.559,0.012,1.8,127.2833389,37.52139444
1002A55,평창강5,2025-01-06,1회차,"128°27'19.1""","37°10'17.4""",:,,,,,,,,,,128.4553056,37.1715
1022A10,한탄강1,2025-01-06,1회차,"127°16'18.84""","38°7'28.92""",:,,,,,,,,,,127.2719,38.1247
1022A80,한탄강5,2025-01-06,1회차,"127°0'45.34""","38°0'13.45""",:,,,,,,,,,,127.0125944,38.00373611
2020A32,함안,2025-01-06,1회차,"128°32'55.6""","35°22'50.2""",13:00,,4.6,13.6,1.6,4.5,2.4,2.794,0.019,3.6,128.5487778,35.38061111
1019A25,행주,2025-01-06,1회차,"126°48'39.91""","37°35'56.39""",:,,,,,,,,,,126.8110861,37.59899722
1025A27,홍릉천,2025-01-06,1회차,"127°10'50.52""","37°35'40.56""",11:20,,4.3,13.1,1.8,4.6,4.8,4.871,0.044,2.4,127.1807,37.5946
1014A70,홍천강3,2025-01-06,1회차,"127°35'19.46""","37°43'32.84""",:,,,,,,,,,,127.5887389,37.72578889
1009A10,화천,2025-01-06,1회차,"127°45'26.55""","38°5'34.59""",:,,,,,,,,,,127.757375,38.09294167
1101A57,황구지천1,2025-01-06,1회차,"126°56'47.76""","37°19'25.32""",:,,,,,,,,,,126.9466,37.3237
1101A58,황구지천2,2025-01-06,1회차,"126°56'39.12""","37°18'2.16""",:,,,,,,,,,,126.9442,37.3006
1101A62,황구지천4,2025-01-06,1회차,"127°1'24.6""","37°12'21.96""",:,,,,,,,,,,127.0235,37.2061
1101A65,황구지천5,2025-01-06,1회차,"127°0'26.28""","37°11'11.76""",:,,,,,,,,,,127.0073,37.1866
1101A70,황구지천6,2025-01-06,1회차,"126°59'58.02""","37°7'14.83""",:,,,,,,,,,,126.99945,37.12078611
2301A20,회야강1,2025-01-06,1회차,"129°11'25.44""","35°26'7.8""",14:25,,6,13.6,1.3,3,3.6,1.132,0.039,1.6,129.1904,35.4355
2301A30,회야강2,2025-01-06,1회차,"129°12'49.68""","35°27'44.28""",14:41,,6.8,12.8,1.8,5,4.5,1.552,0.097,2.2,129.2138,35.4623
1007A70,흑천3,2025-01-06,1회차,"127°31'40.08""","37°27'57.24""",:,,,,,,,,,,127.5278,37.4659
3012A30,곰나루,2025-01-06,2회차,"127°6'39.64""","36°28'27.75""",12:10,,5.8,12.9,1.2,4.9,4.5,4.702,0.044,3.8,127.1110111,36.474375
3012A40,공주2,2025-01-06,2회차,"126°59'13.8""","36°20'31.3""",11:40,,5.2,13,1.1,5.3,2.1,4.421,0.031,3.6,126.9871667,36.34202778
5004A10,광산,2025-01-06,2회차,"126°46'34.09""","35°4'13.9""",9:50,,7.7,11.5,3.9,7.6,7.5,8.382,0.069,6.2,126.7761361,35.07052778
5001A40,광주1,2025-01-06,2회차,"126°49'25.3""","35°9'39.6""",10:21,,4.6,13,1.2,5.7,5.6,3.05,0.093,3.1,126.8236944,35.161
5001A70,광주2,2025-01-06,2회차,"126°49'41.8""","35°8'27.9""",10:03,,7.7,11.9,3.7,7.2,4.4,9.237,0.135,4.3,126.8282778,35.14108333
5001A80,광주3,2025-01-06,2회차,"126°49'12.81""","35°6'40.18""",10:21,,8.4,10.9,3.8,7.8,7.2,9.724,0.109,4.5,126.820225,35.11116111
4009A30,구례,2025-01-06,2회차,"127°32'39.2""","35°11'25.4""",12:10,,4.1,14,0.1,3.3,1.6,2.049,0.009,1.7,127.5442222,35.19038889
5004A20,나주,2025-01-06,2회차,"126°44'.81""","35°2'8.79""",11:20,,6.3,14,5,8,14.3,7.252,0.087,6.2,126.7335583,35.035775
2020A10,남지,2025-01-06,2회차,"128°28'25.1""","35°22'51.1""",13:47,,5.2,12.9,1.1,5.8,3.6,2.96,0.018,1.6,128.4736389,35.38086111
5001A10,담양,2025-01-06,2회차,"127°1'3.4""","35°19'59.7""",11:25,,5.5,12.8,0.3,3.2,3.6,2.272,0.096,1.5,127.0176111,35.33325
5006A40,무안1,2025-01-06,2회차,"126°31'48.1""","34°53'55.2""",11:30,,5.8,14.6,2.2,7.7,9.2,4.167,0.044,4,126.5300278,34.89866667
5008A10,무안2,2025-01-06,2회차,"126°26'55.3""","34°47'11.2""",11:50,,5.8,12.1,1,5.8,3.5,3.11,0.032,4.2,126.4486944,34.78644444
4008A20,보성강7,2025-01-06,2회차,"127°22'33.9""","35°11'33.7""",13:30,,5.5,13.1,0.2,2.8,0.8,1.053,0.006,1.6,127.3760833,35.19269444
3012A60,부여1,2025-01-06,2회차,"126°53'32.8""","36°16'32.6""",11:21,,5.1,13.8,1.4,5.2,2.6,4.247,0.029,3.1,126.8924444,36.27572222
3012A70,부여2,2025-01-06,2회차,"126°56'56.1""","36°14'39.1""",11:02,,5.4,14.5,2.1,5.8,3.6,4.331,0.032,3.3,126.9489167,36.24419444
2020A60,삼랑진2,2025-01-06,2회차,"128°49'17.8""","35°22'51.3""",16:03,,5.2,13.2,1.6,6.4,5,2.707,0.03,2,128.8216111,35.38091667
3012A80,성동,2025-01-06,2회차,"127°0'12.73""","36°10'22.52""",10:03,,5.2,15.2,2.4,6.4,5.7,4.408,0.042,3.4,127.0035361,36.17292222
2001A60,안동1,2025-01-06,2회차,"128°45'51.84""","36°34'51.24""",13:08,,8.1,10.6,0.4,3.4,1,1.128,0.02,2.3,128.7644,36.5809
2003A10,안동2,2025-01-06,2회차,"128°42'.1""","36°33'1.3""",11:10,,4.7,13.4,0.4,3.8,2.2,1.275,0.009,2.8,128.7000278,36.55036111
2003A30,안동3,2025-01-06,2회차,"128°35'43.08""","36°33'8.64""",13:50,,5.5,12.8,0.7,3.3,9.8,1.363,0.017,2.6,128.5953,36.5524
2003A40,안동4,2025-01-06,2회차,"128°27'46.44""","36°32'23.64""",14:30,,4.6,13.2,0.6,3,2.2,1.769,0.01,2.6,128.4629,36.5399
3014A30,양화,2025-01-06,2회차,"126°52'24.13""","36°6'27.13""",10:31,,4.7,16.7,3,8,11.4,3.957,0.067,3,126.8733694,36.10753611
5004A30,영산포1,2025-01-06,2회차,"126°40'49.3""","35°0'16.6""",10:56,,6.3,15.9,2.9,8.5,13.2,6.886,0.072,4.3,126.6803611,35.00461111
2007A10,영순,2025-01-06,2회차,"128°16'3.72""","36°32'13.92""",12:30,,4.2,13.6,0.4,3.1,1.6,2.49,0.012,2.4,128.2677,36.5372
2003A50,예천1,2025-01-06,2회차,"128°21'54.3""","36°31'40.34""",13:15,,4.5,13.6,0.4,4,1,2.943,0.008,2.6,128.3650833,36.52787222
2003A60,예천2,2025-01-06,2회차,"128°17'48.61""","36°33'53.72""",12:45,,3.9,13.3,0.5,3.5,0.6,2.697,0.018,2,128.2968361,36.56492222
4005A20,요천3,2025-01-06,2회차,"127°18'58.13""","35°18'42.52""",14:00,,4.7,15.5,1,4.1,1.8,4.351,0.015,2.5,127.3161472,35.31181111
5001A20,우치,2025-01-06,2회차,"126°53'21.36""","35°14'42.86""",10:30,,4.6,12.3,1.1,3.5,2,2.915,0.057,3.3,126.8892667,35.24523889
5004A35,죽산,2025-01-06,2회차,"126°37'58""","34°58'36""",10:50,,5.5,16.5,6.2,8.1,13.4,7.093,0.052,6.3,126.6327778,34.97666667
5003A60,지석천4,2025-01-06,2회차,"126°46'47.4""","35°3'6.7""",11:40,,4.9,15.3,1.9,3.9,3.8,5.854,0.086,3.3,126.7798333,35.05186111
2014A60,창녕,2025-01-06,2회차,"128°21'30.9""","35°36'40.7""",14:35,,5.1,12.8,0.8,5.1,2.2,3.685,0.02,2.2,128.3585833,35.61130556
5101A55,탐진강5,2025-01-06,2회차,"126°48'46.68""","34°38'8.21""",14:00,,5.6,14.1,1.3,3.4,2.5,1.717,0.035,2.6,126.8129667,34.63561389
2020A45,하남,2025-01-06,2회차,"128°42'14.3""","35°22'17.9""",15:35,,5.3,13.1,1.1,6.1,5.8,2.859,0.018,1.8,128.7039722,35.37163889
4009A50,하동,2025-01-06,2회차,"127°44'21.9""","35°3'48.2""",11:19,,5,12.9,0.3,3.1,6.4,1.748,0.014,1.5,127.7394167,35.06338889
5002A40,황룡강5,2025-01-06,2회차,"126°47'1.68""","35°7'21.36""",10:50,,4.4,13.8,2.7,4.7,4.3,1.812,0.037,3.9,126.7838,35.1226
3009A80,갑천7,2025-01-07,1회차,"127°23'59.87""","36°27'13.72""",10:00,,8.5,10.3,2,7.6,4.1,9.966,0.07,5.8,127.3999639,36.45381111
3013A80,강경천,2025-01-07,1회차,"127°1'29.46""","36°9'44.46""",10:41,,3.8,15.3,2.5,6.2,3.1,5.961,0.233,2.8,127.02485,36.16235
1016A10,경안천1,2025-01-07,1회차,"127°13'35.4""","37°13'14.16""",10:30,,1,12.6,0.5,1.4,2.4,2.21,0.008,1.1,127.2265,37.2206
2012A21,고현천,2025-01-07,1회차,"128°55'21.9""","36°8'57.9""",0:00,,3.3,14.4,0.6,2,3.2,3.788,0.055,1,128.92275,36.14941667
4105A20,광양서천,2025-01-07,1회차,"127°34'27.84""","34°58'50.52""",10:37,,8.5,12.4,0.9,2.4,1.4,2.971,0.029,1,127.5744,34.9807
1019A35,굴포천2,2025-01-07,1회차,"126°45'36""","37°31'33.1""",10:40,,7.8,11,1.7,5.7,10.3,11.199,0.135,3.9,126.76,37.52586111
5101A50,금강천2,2025-01-07,1회차,"126°53'9.83""","34°39'44.14""",13:30,,5.9,13.4,1.2,3.4,3.5,1.423,0.029,1.7,126.8860639,34.66226111
2201A60,내황,2025-01-07,1회차,"129°21'6.85""","35°33'.64""",12:12,,5.9,15.8,1.7,2.2,6.1,3.586,0.09,2.6,129.3519028,35.55017778
3013A20,노성천2,2025-01-07,1회차,"127°5'37.04""","36°13'8.6""",13:30,,4.2,14.4,2.3,3.4,2.6,4.146,0.083,1.2,127.0936222,36.21905556
3013A10,논산천2,2025-01-07,1회차,"127°12'9.59""","36°10'28.47""",11:30,,4.1,12,1.9,3.3,0.6,3.306,0.005,0.8,127.2026639,36.174575
3013A30,논산천3,2025-01-07,1회차,"127°4'49.8""","36°12'35.44""",13:25,,2.9,13.7,1.9,4.1,2.4,4.843,0.087,1.2,127.0805,36.20984444
3013A50,논산천4,2025-01-07,1회차,"127°0'38.2""","36°9'57.3""",11:00,,3.9,13.8,1.9,4.9,4.6,6.176,0.28,3.2,127.0106111,36.16591667
2021A30,단장천2,2025-01-07,1회차,"128°58'55""","35°28'50""",13:00,,4,11,1.1,1.3,2,0.97,0.008,0.6,128.9819444,35.48055556
1004A60,달천7,2025-01-07,1회차,"127°53'59.44""","36°56'29.43""",12:27,,2,15.7,0.6,2.7,1.7,3.009,0.01,1.7,127.8998444,36.94150833
1005A50,덕은리,2025-01-07,1회차,"127°47'46.68""","37°7'36.84""",9:50,,3.6,15.2,0.3,2.7,1.4,2.543,0.007,1.7,127.7963,37.1269
1004A30,동진천1,2025-01-07,1회차,"127°46'19.9""","36°49'5.9""",12:12,,3.5,15.5,0.9,1.8,1.3,3.089,0.006,1.8,127.7721944,36.81830556
1004A35,동진천2,2025-01-07,1회차,"127°48'46.8""","36°48'32""",13:36,,3.5,15.5,0.7,2.3,0.9,2.81,0.011,1.4,127.813,36.80888889
2201A57,동천,2025-01-07,1회차,"129°21'6.48""","35°34'36.84""",11:47,,7.8,12.2,1.5,6.3,2,5.091,0.097,3.1,129.3518,35.5769
3009A05,두계천,2025-01-07,1회차,"127°15'13.7""","36°16'51.9""",10:55,,4.8,12.6,1.7,3.6,1,1.868,0.011,1,127.2538056,36.28108333
3013A70,마산천,2025-01-07,1회차,"127°3'19.77""","36°7'7.14""",10:57,,4.3,12.5,1.7,5.3,2.4,8.282,0.392,3.9,127.0554917,36.11865
1003A40,매포천,2025-01-07,1회차,"128°20'.2""","37°1'10.6""",11:32,,4,15.2,1.2,2.2,2.2,3.78,0.014,0.9,128.3333889,37.01961111
2201A63,명촌,2025-01-07,1회차,"129°21'22.72""","35°32'46.08""",12:23,,6.5,10.5,1.3,2.3,5.7,1.373,0.05,1.7,129.3563111,35.54613333
1003A85,목행대교,2025-01-07,1회차,"127°55'7.2""","37°1'10.7""",10:29,,6.2,13.4,0.1,2.4,2.5,2.259,0.011,1.6,127.9186667,37.01963889
3003A10,무주남대천1,2025-01-07,1회차,"127°40'2.5""","36°0'23.8""",15:10,,1.6,13.6,0.8,2,0.5,2.82,0.006,정량한계미만,127.6673611,36.00661111
3003A20,무주남대천2,2025-01-07,1회차,"127°37'27.9""","36°0'10.9""",15:03,,3.1,13.2,0.9,2.5,1,3.065,0.013,정량한계미만,127.6244167,36.00302778
3011A97,미호강10,2025-01-07,1회차,"127°19'8.29""","36°31'29.17""",10:20,,4.6,14,1.4,6.5,3.4,5.831,0.051,4.3,127.3189694,36.52476944
2002A10,반변천1,2025-01-07,1회차,"129°6'54.1""","36°39'4.1""",13:20,,3.6,13.2,1.2,2.3,1.3,1.846,0.008,0.9,129.1150278,36.65113889
2002A40,반변천3,2025-01-07,1회차,"128°48'39.2""","36°32'12.4""",9:40,,1.4,13,1.8,4.8,1.9,1.427,0.012,3.8,128.8108889,36.53677778
3013A40,방축천,2025-01-07,1회차,"127°3'12.67""","36°10'22.65""",13:10,,2.8,13,2.7,6.1,3.2,9.82,0.602,2.6,127.0535194,36.17295833
3011A45,보강천2,2025-01-07,1회차,"127°34'20.86""","36°47'1.91""",11:42,,3.8,13.6,1,3.3,1.5,2.844,0.035,2.4,127.5724611,36.78386389
2002A34,보현천,2025-01-07,1회차,"128°56'57.84""","36°12'25.56""",0:00,,2.8,11.4,0.6,4.1,1,1.122,0.008,2.7,128.9494,36.2071
3010A20,부강,2025-01-07,1회차,"127°21'49.14""","36°30'59.78""",11:10,,6.4,12.5,0.9,5.5,2.7,4.134,0.026,4.3,127.36365,36.51660556
2010A05,부항천,2025-01-07,1회차,"127°58'4""","35°58'56.6""",11:06,,2,12.7,1.3,1.1,0.4,2.599,0.007,0.7,127.9677778,35.98238889
1011A10,북천,2025-01-07,1회차,"128°14'1""","38°8'8.2""",12:00,,-0.1,14,0.3,1.5,0.5,1.909,0.001,1,128.2336111,38.13561111
3012A75,석성천2,2025-01-07,1회차,"127°1'52.89""","36°14'6.46""",13:45,,3.3,13.1,2.4,4.8,10.2,5.84,0.099,1.8,127.0313583,36.23512778
3013A60,수철천,2025-01-07,1회차,"127°5'37.8""","36°6'3.72""",12:40,,5.9,14.7,3,4,5.4,6.85,0.289,1.3,127.0938333,36.10103333
2201A54,신답,2025-01-07,1회차,"129°20'47.76""","35°37'46.2""",11:28,,6.6,12.6,1,3.1,4,3.12,0.097,1.4,129.3466,35.6295
3302A70,신평천,2025-01-07,1회차,"126°48'19.2""","35°48'3""",13:43,,4.9,12.3,2.4,7.5,10.1,4.868,0.042,3.2,126.8053333,35.80083333
2008A20,쌍계천,2025-01-07,1회차,"128°32'12.12""","36°18'57.24""",14:19,,3.8,15.8,1.1,4.3,1,3.03,0.006,5.5,128.5367,36.3159
1004A20,쌍천,2025-01-07,1회차,"127°51'33.1""","36°47'21.1""",14:05,,2.6,15.2,0.7,1.5,0.4,2.543,정량한계미만,1.7,127.8591944,36.78919444
1301A30,양양,2025-01-07,1회차,"128°37'26""","38°4'14.3""",13:10,,2.8,14,0.3,1.7,1.1,0.825,0.007,0.8,128.6238889,38.07063889
2005A10,영강1,2025-01-07,1회차,"128°12'53.4""","36°35'28""",14:44,,3,17.4,1.6,1.8,1.7,3.23,0.007,3.9,128.2148333,36.59111111
2005A20,영강2,2025-01-07,1회차,"128°14'57.16""","36°32'3.9""",14:22,,1.5,16.8,1.2,2.2,1,2.28,0.003,3.6,128.2492111,36.53441667
4103A10,오천천,2025-01-07,1회차,"127°12'9.7""","34°25'51.1""",11:42,,8.1,11.7,0.2,1.7,0.4,1.614,0.029,0.7,127.2026944,34.43086111
3008A10,옥천천,2025-01-07,1회차,"127°33'17.4""","36°19'42.2""",15:15,,5,18.5,2.8,4.2,3.5,4.321,0.009,1.1,127.5548333,36.32838889
5101A30,옴천천1,2025-01-07,1회차,"126°49'13""","34°45'3.8""",10:00,,5.7,12.2,1.5,2.9,1.3,0.895,0.009,0.9,126.8202778,34.75105556
2002A30,용전천3,2025-01-07,1회차,"129°0'17.2""","36°29'26.3""",14:00,,6,12.2,1.3,2.1,1.4,2.09,0.009,1,129.0047778,36.49063889
1301A20,용천,2025-01-07,1회차,"128°36'45.5""","38°3'44.4""",13:17,,4,13.5,0.1,1.4,0.1,0.391,0.004,0.7,128.6126389,38.06233333
3002A50,용포,2025-01-07,1회차,"127°37'.9""","35°59'26.4""",14:56,,4.8,13.2,0.6,3.3,0.4,1.466,0.004,1.1,127.6169167,35.99066667
3302A60,원평천2,2025-01-07,1회차,"126°48'40.3""","35°46'3.2""",13:33,,4.3,12.8,1.7,6.6,18.8,3.723,0.069,2.9,126.8111944,35.76755556
2008A03,위천1,2025-01-07,1회차,"128°49'22.03""","36°9'41.31""",0:00,,2.8,12.4,1.3,1.8,1.6,3.527,0.025,0.8,128.8227861,36.161475
5101A20,유치천2,2025-01-07,1회차,"126°49'37.6""","34°47'49.9""",17:00,,5.2,12,0.9,2.4,1,1.067,0.009,0.7,126.8271111,34.79719444
1004A42,음성천2,2025-01-07,1회차,"127°50'51.4""","36°52'51.6""",12:26,,1.9,14.2,0.9,2.4,1,3.268,0.003,1.8,127.8476111,36.881
4104A20,이사천3,2025-01-07,1회차,"127°28'57.9""","34°55'5.5""",11:21,,7.6,12.3,0.5,2.7,0.6,1.449,0.013,1.1,127.48275,34.91819444
2201A51,제일(A),2025-01-07,1회차,"129°20'16.8""","35°39'57.24""",10:52,,6.2,12.5,1.5,3.9,3.5,3.55,0.097,1.8,129.338,35.6659
1005A30,중원,2025-01-07,1회차,"127°52'51.6""","37°4'33.6""",10:10,,5.4,14.1,0.1,2.5,1.8,2.855,0.013,1.7,127.881,37.076
1003A74,충주댐,2025-01-07,1회차,"127°59'47.39""","37°0'2.52""",11:00,,8.2,11.9,0.1,2.6,2,2.382,0.066,1.5,127.9964972,37.0007
5101A10,탐진강2,2025-01-07,1회차,"126°53'28.4""","34°49'1""",17:30,,4.3,12.4,1.5,3,0.6,0.639,0.006,0.7,126.8912222,34.81694444
5101A35,탐진강3,2025-01-07,1회차,"126°54'19.4""","34°43'50.7""",12:57,,5.9,13.1,1.4,3.7,0.1,0.76,0.023,2.2,126.9053889,34.73075
2201A45,태화,2025-01-07,1회차,"129°18'31.68""","35°33'7.2""",12:59,,6.3,11.8,1.5,3.3,6,1.902,0.057,2.1,129.3088,35.552
1004A15,향목동천,2025-01-07,1회차,"127°53'16.1""","36°46'34.3""",14:17,,1.7,13.5,0.4,0.7,0.4,1.207,0.006,0.9,127.8878056,36.77619444
1014A10,화양강,2025-01-07,1회차,"127°59'34.8""","37°48'19.08""",10:16,,0.4,18.2,0.3,1.6,0.2,2.632,0.002,1.1,127.993,37.8053
1004A10,화양천,2025-01-07,1회차,"127°48'11.2""","36°40'47.3""",14:59,,1.3,15,0.4,0.9,0.5,2.65,0.004,1.3,127.8031111,36.67980556
2301A40,회야강3,2025-01-07,1회차,"129°18'39.3""","35°24'38.8""",10:35,,5.1,14.6,2.3,9.2,5.4,3.787,0.05,4.2,129.3109167,35.41077778
1019A05,가양,2025-01-07,2회차,"126°51'42.79""","37°34'12.96""",9:50,,3.9,12.4,2.9,4.9,3.6,4.545,0.034,2.3,126.8618861,37.57026667
1016A70,경안천9,2025-01-07,2회차,"127°18'29.7""","37°25'43.6""",13:33,,3.8,11.8,1.3,4.9,2.2,4.644,0.036,2.6,127.30825,37.42877778
2014A20,고령,2025-01-07,2회차,"128°23'14.42""","35°45'10.99""",14:55,,5.1,12.8,0.9,4.6,3.6,4.21,0.019,4.1,128.3873389,35.75305278
2011A60,달성,2025-01-07,2회차,"128°27'40.3""","35°50'21.9""",13:50,,4.2,12.8,1.1,4.3,1.8,2.659,0.015,2.6,128.4611944,35.83941667
2009A20,산곡,2025-01-07,2회차,"128°20'32.64""","36°16'23.16""",15:10,,3.1,13.9,1.2,3.8,3.2,2.593,0.013,2.5,128.3424,36.2731
2007A20,상주1,2025-01-07,2회차,"128°16'9.2""","36°29'55.9""",14:35,,2.6,13.2,0.4,3.6,0.2,2.599,0.011,2.4,128.2692222,36.49886111
2011A40,성주,2025-01-07,2회차,"128°23'18.96""","35°52'53.04""",14:10,,4.4,12.8,1.2,3.1,3.8,2.793,0.017,2.8,128.3886,35.8814
1101A25,안성천3,2025-01-07,2회차,"127°4'48.1""","36°59'.9""",10:54,,3.8,12.5,2.4,7.1,6.2,7.032,0.166,4.1,127.0800278,36.98358333
1023A25,임진강7,2025-01-07,2회차,"126°44'34""","37°54'10.5""",10:50,,1.9,12.7,1.1,4.6,32.9,5.026,0.047,2,126.7427778,37.90291667
4007A40,주암댐,2025-01-07,2회차,"127°14'26.74""","35°3'23.78""",10:52,105.67,9.1,9.6,0.5,2.8,1.1,0.879,0.005,1.8,127.2407611,35.05660556
