"조사년도","조사회차","조사지점","학명","국명","개체수"
"2024","2","고부천-2","Oryzias sinensis","대륙송사리","13"
"2024","2","고부천-2","Pseudorasbora parva","참붕어","4"
"2024","2","고부천-2","Rhodeus ocellatus","흰줄납줄개","29"
"2024","2","고부천-2","Rhodeus uyekii","각시붕어","2"
"2024","1","만수천(정읍)","Acheilognathus lanceolata intermedia","납자루","12"
"2024","1","만수천(정읍)","Carassius auratus","붕어","7"
"2024","1","만수천(정읍)","Cobitis nalbanti","점줄종개","5"
"2024","1","만수천(정읍)","Microphysogobio yaluensis","돌마자","8"
"2024","1","만수천(정읍)","Micropterus salmoides","배스","1"
"2024","1","만수천(정읍)","Misgurnus anguillicaudatus","미꾸리","4"
"2024","1","만수천(정읍)","Pseudogobio esocinus","모래무지","13"
"2024","1","만수천(정읍)","Rhinogobius brunneus","밀어","1"
"2024","1","만수천(정읍)","Rhodeus notatus","떡납줄갱이","2"
"2024","1","만수천(정읍)","Rhodeus uyekii","각시붕어","9"
"2024","1","만수천(정읍)","Zacco platypus","피라미","87"
"2024","2","만수천(정읍)","Abbottina springeri","왜매치","31"
"2024","2","만수천(정읍)","Acheilognathus lanceolata intermedia","납자루","42"
"2024","2","만수천(정읍)","Acheilognathus rhombeus","납지리","3"
"2024","2","만수천(정읍)","Aphyocypris chinensis","왜몰개","70"
"2024","2","만수천(정읍)","Carassius auratus","붕어","6"
"2024","2","만수천(정읍)","Lepomis macrochirus","블루길","35"
"2024","2","만수천(정읍)","Misgurnus anguillicaudatus","미꾸리","1"
"2024","2","만수천(정읍)","Oryzias sinensis","대륙송사리","9"
"2024","2","만수천(정읍)","Pseudogobio esocinus","모래무지","6"
"2024","2","만수천(정읍)","Pseudorasbora parva","참붕어","12"
"2024","2","만수천(정읍)","Rhodeus uyekii","각시붕어","17"
"2024","2","만수천(정읍)","Zacco platypus","피라미","23"
"2024","1","하장천","Abbottina springeri","왜매치","1"
"2024","1","하장천","Erythroculter erythropterus","강준치","157"
"2024","2","하장천","Abbottina rivularis","버들매치","1"
"2024","2","하장천","Carassius auratus","붕어","7"
"2024","2","하장천","Erythroculter erythropterus","강준치","16"
"2024","2","하장천","Hemiculter eigenmanni","치리","49"
"2024","2","하장천","Oryzias sinensis","대륙송사리","19"
"2024","2","하장천","Rhinogobius brunneus","밀어","12"
"2024","2","하장천","Rhinogobius giurinus","갈문망둑","3"
"2024","2","하장천","Squaliobarbus curriculus","눈불개","5"
"2024","1","유각천","Micropterus salmoides","배스","11"
"2024","1","유각천","Rhinogobius brunneus","밀어","4"
"2024","1","유각천","Tridentiger brevispinis","민물검정망둑","3"
"2024","2","유각천","Rhinogobius brunneus","밀어","1"
"2024","2","유각천","Zacco platypus","피라미","2"
"2024","1","금구천(김제)","Abbottina springeri","왜매치","8"
"2024","1","금구천(김제)","Acanthorhodeus chankaensis","가시납지리","2"
"2024","1","금구천(김제)","Acheilognathus lanceolata intermedia","납자루","2"
"2024","1","금구천(김제)","Carassius auratus","붕어","19"
"2024","1","금구천(김제)","Channa argus","가물치","1"
"2024","1","금구천(김제)","Cobitis nalbanti","점줄종개","7"
"2024","1","금구천(김제)","Cyprinus carpio","잉어","3"
"2024","1","금구천(김제)","Gnathopogon strigatus","줄몰개","1"
"2024","1","금구천(김제)","Micropterus salmoides","배스","1"
"2024","1","금구천(김제)","Oryzias sinensis","대륙송사리","6"
"2024","1","금구천(김제)","Pseudogobio esocinus","모래무지","11"
"2024","1","금구천(김제)","Pseudorasbora parva","참붕어","17"
"2024","1","금구천(김제)","Rhodeus notatus","떡납줄갱이","9"
"2024","1","금구천(김제)","Rhodeus uyekii","각시붕어","8"
"2024","1","금구천(김제)","Squalidus chankaensis tsuchigae","참몰개","3"
"2024","1","금구천(김제)","Zacco platypus","피라미","38"
"2024","2","금구천(김제)","Abbottina springeri","왜매치","16"
"2024","2","금구천(김제)","Acanthorhodeus chankaensis","가시납지리","27"
"2024","2","금구천(김제)","Acheilognathus rhombeus","납지리","4"
"2024","2","금구천(김제)","Carassius auratus","붕어","38"
"2024","2","금구천(김제)","Cyprinus carpio","잉어","2"
"2024","2","금구천(김제)","Gnathopogon strigatus","줄몰개","6"
"2024","2","금구천(김제)","Micropterus salmoides","배스","6"
"2024","2","금구천(김제)","Pseudogobio esocinus","모래무지","24"
"2024","2","금구천(김제)","Pseudorasbora parva","참붕어","18"
"2024","2","금구천(김제)","Zacco platypus","피라미","59"
"2024","1","감곡천","Abbottina rivularis","버들매치","1"
"2024","1","감곡천","Abbottina springeri","왜매치","15"
"2024","1","감곡천","Acheilognathus lanceolata intermedia","납자루","1"
"2024","1","감곡천","Carassius auratus","붕어","13"
"2024","1","감곡천","Channa argus","가물치","1"
"2024","1","감곡천","Erythroculter erythropterus","강준치","7"
"2024","1","감곡천","Hemiculter eigenmanni","치리","28"
"2024","1","감곡천","Micropterus salmoides","배스","1"
"2024","1","감곡천","Pseudobagrus fulvidraco","동자개","3"
"2024","1","감곡천","Pseudorasbora parva","참붕어","42"
"2024","1","감곡천","Rhodeus ocellatus","흰줄납줄개","17"
"2024","1","감곡천","Squalidus chankaensis tsuchigae","참몰개","4"
"2024","2","감곡천","Acanthorhodeus chankaensis","가시납지리","18"
"2024","2","감곡천","Carassius auratus","붕어","17"
"2024","2","감곡천","Channa argus","가물치","1"
"2024","2","감곡천","Cyprinus carpio","잉어","1"
"2024","2","감곡천","Erythroculter erythropterus","강준치","7"
"2024","2","감곡천","Hemiculter eigenmanni","치리","94"
"2024","2","감곡천","Pseudogobio esocinus","모래무지","3"
"2024","2","감곡천","Pseudorasbora parva","참붕어","39"
"2024","2","감곡천","Rhinogobius brunneus","밀어","6"
"2024","2","감곡천","Rhodeus ocellatus","흰줄납줄개","27"
"2024","2","감곡천","Squalidus chankaensis tsuchigae","참몰개","1"
"2024","2","감곡천","Squaliobarbus curriculus","눈불개","5"
"2024","1","백천-1(부안)","Iksookimia pumila","부안종개","13"
"2024","1","백천-1(부안)","Odontobutis interrupta","얼록동사리","3"
"2024","1","백천-1(부안)","Pungtungia herzi","돌고기","4"
"2024","1","백천-1(부안)","Rhinogobius brunneus","밀어","7"
"2024","1","백천-1(부안)","Squalidus gracilis majimae","긴몰개","32"
"2024","1","백천-1(부안)","Zacco platypus","피라미","27"
"2024","1","백천-1(부안)","Zacco temminckii","갈겨니","38"
"2024","2","백천-1(부안)","Iksookimia pumila","부안종개","7"
"2024","2","백천-1(부안)","Odontobutis interrupta","얼록동사리","4"
"2024","2","백천-1(부안)","Pseudobagrus koreanus","눈동자개","1"
"2024","2","백천-1(부안)","Pungtungia herzi","돌고기","9"
"2024","2","백천-1(부안)","Rhinogobius brunneus","밀어","7"
"2024","2","백천-1(부안)","Squalidus gracilis majimae","긴몰개","14"
"2024","2","백천-1(부안)","Zacco platypus","피라미","18"
"2024","2","백천-1(부안)","Zacco temminckii","갈겨니","58"
"2024","1","직소천2","Carassius auratus","붕어","5"
"2024","1","직소천2","Lepomis macrochirus","블루길","13"
"2024","1","직소천2","Micropterus salmoides","배스","19"
"2024","1","직소천2","Odontobutis interrupta","얼록동사리","1"
"2024","1","직소천2","Opsariichthys uncirostris amurensis","끄리","1"
"2024","1","직소천2","Zacco platypus","피라미","42"
"2024","2","직소천2","Carassius auratus","붕어","7"
"2024","2","직소천2","Micropterus salmoides","배스","21"
"2024","2","직소천2","Opsariichthys uncirostris amurensis","끄리","8"
"2024","2","직소천2","Squalidus chankaensis tsuchigae","참몰개","5"
"2024","2","직소천2","Zacco platypus","피라미","98"
"2024","1","주상천2","Abbottina springeri","왜매치","4"
"2024","1","주상천2","Acheilognathus lanceolata intermedia","납자루","6"
"2024","1","주상천2","Cyprinus carpio","잉어","1"
"2024","1","주상천2","Hemiculter eigenmanni","치리","12"
"2024","1","주상천2","Pseudorasbora parva","참붕어","17"
"2024","1","주상천2","Squalidus chankaensis tsuchigae","참몰개","3"
"2024","2","주상천2","Acanthorhodeus chankaensis","가시납지리","85"
"2024","2","주상천2","Aphyocypris chinensis","왜몰개","2"
"2024","2","주상천2","Carassius auratus","붕어","4"
"2024","2","주상천2","Erythroculter erythropterus","강준치","6"
"2024","2","주상천2","Hemiculter eigenmanni","치리","37"
"2024","2","주상천2","Squaliobarbus curriculus","눈불개","2"
"2024","1","영은천","Acanthorhodeus chankaensis","가시납지리","2"
"2024","1","영은천","Cobitis nalbanti","점줄종개","1"
"2024","1","영은천","Cyprinus carpio","잉어","3"
"2024","1","영은천","Pseudogobio esocinus","모래무지","3"
"2024","1","영은천","Pseudorasbora parva","참붕어","9"
"2024","1","영은천","Rhinogobius brunneus","밀어","8"
"2024","1","영은천","Rhinogobius giurinus","갈문망둑","2"
"2024","1","영은천","Rhodeus notatus","떡납줄갱이","1"
"2024","2","영은천","Acheilognathus lanceolata intermedia","납자루","4"
"2024","2","영은천","Carassius auratus","붕어","4"
"2024","2","영은천","Erythroculter erythropterus","강준치","8"
"2024","2","영은천","Hemiculter eigenmanni","치리","62"
"2024","2","영은천","Opsariichthys uncirostris amurensis","끄리","7"
"2024","2","영은천","Oryzias sinensis","대륙송사리","24"
"2024","2","영은천","Pseudobagrus fulvidraco","동자개","3"
"2024","2","영은천","Pseudorasbora parva","참붕어","28"
"2024","2","영은천","Rhinogobius brunneus","밀어","8"
"2024","2","영은천","Rhodeus notatus","떡납줄갱이","1"
"2024","2","영은천","Rhodeus ocellatus","흰줄납줄개","16"
"2024","2","영은천","Sarcocheilichthys nigripinnis morii","중고기","2"
"2024","2","영은천","Squalidus chankaensis tsuchigae","참몰개","1"
"2024","2","영은천","Squaliobarbus curriculus","눈불개","4"
"2024","1","상표천","Misgurnus anguillicaudatus","미꾸리","12"
"2024","1","상표천","Odontobutis platycephala","동사리","7"
"2024","1","상표천","Rhynchocypris oxycephalus","버들치","36"
"2024","2","상표천","Misgurnus anguillicaudatus","미꾸리","2"
"2024","2","상표천","Odontobutis platycephala","동사리","5"
"2024","2","상표천","Rhynchocypris oxycephalus","버들치","28"
"2024","1","은천","Iksookimia longicorpa","왕종개","1"
"2024","1","은천","Zacco platypus","피라미","37"
"2024","1","은천","Zacco temminckii","갈겨니","3"
"2024","2","은천","Abbottina springeri","왜매치","1"
"2024","2","은천","Carassius auratus","붕어","1"
"2024","2","은천","Iksookimia longicorpa","왕종개","2"
"2024","2","은천","Pungtungia herzi","돌고기","6"
"2024","2","은천","Rhinogobius brunneus","밀어","3"
"2024","2","은천","Squalidus gracilis majimae","긴몰개","11"
"2024","2","은천","Zacco koreanus","참갈겨니","45"
"2024","2","은천","Zacco platypus","피라미","32"
"2024","2","은천","Zacco temminckii","갈겨니","14"
"2024","1","정곡천(진안)","Misgurnus anguillicaudatus","미꾸리","2"
"2024","1","정곡천(진안)","Rhinogobius brunneus","밀어","3"
"2024","1","정곡천(진안)","Zacco platypus","피라미","32"
"2024","1","정곡천(진안)","Zacco temminckii","갈겨니","14"
"2024","2","정곡천(진안)","Micropterus salmoides","배스","7"
"2024","2","정곡천(진안)","Zacco platypus","피라미","68"
"2024","2","정곡천(진안)","Zacco temminckii","갈겨니","9"
"2024","1","세동천3","Acheilognathus koreensis","칼납자루","2"
"2024","1","세동천3","Iksookimia longicorpa","왕종개","1"
"2024","1","세동천3","Odontobutis platycephala","동사리","1"
"2024","1","세동천3","Zacco platypus","피라미","42"
"2024","2","세동천3","Acheilognathus koreensis","칼납자루","16"
"2024","2","세동천3","Carassius auratus","붕어","3"
"2024","2","세동천3","Iksookimia longicorpa","왕종개","2"
"2024","2","세동천3","Microphysogobio yaluensis","돌마자","6"
"2024","2","세동천3","Odontobutis interrupta","얼록동사리","1"
"2024","2","세동천3","Rhinogobius brunneus","밀어","3"
"2024","2","세동천3","Squalidus gracilis majimae","긴몰개","24"
"2024","2","세동천3","Zacco koreanus","참갈겨니","37"
"2024","2","세동천3","Zacco platypus","피라미","19"
"2024","2","세동천3","Zacco temminckii","갈겨니","14"
"2024","1","외궁천","Acheilognathus koreensis","칼납자루","23"
"2024","1","외궁천","Iksookimia longicorpa","왕종개","8"
"2024","1","외궁천","Misgurnus anguillicaudatus","미꾸리","3"
"2024","1","외궁천","Odontobutis platycephala","동사리","14"
"2024","1","외궁천","Squalidus gracilis majimae","긴몰개","13"
"2024","1","외궁천","Zacco koreanus","참갈겨니","17"
"2024","1","외궁천","Zacco platypus","피라미","8"
"2024","2","외궁천","Acheilognathus koreensis","칼납자루","54"
"2024","2","외궁천","Odontobutis platycephala","동사리","4"
"2024","2","외궁천","Pungtungia herzi","돌고기","9"
"2024","2","외궁천","Rhodeus ocellatus","흰줄납줄개","1"
"2024","2","외궁천","Squalidus gracilis majimae","긴몰개","34"
"2024","2","외궁천","Zacco koreanus","참갈겨니","64"
"2024","2","외궁천","Zacco platypus","피라미","12"
"2024","1","회초천","Coreoperca herzi","꺽지","1"
"2024","1","회초천","Odontobutis platycephala","동사리","2"
"2024","1","회초천","Zacco koreanus","참갈겨니","19"
"2024","2","회초천","Acheilognathus koreensis","칼납자루","42"
"2024","2","회초천","Coreoperca herzi","꺽지","4"
"2024","2","회초천","Pungtungia herzi","돌고기","8"
"2024","2","회초천","Zacco koreanus","참갈겨니","37"
"2024","2","회초천","Zacco platypus","피라미","7"
"2024","1","임실천1","Acanthorhodeus chankaensis","가시납지리","1"
"2024","1","임실천1","Rhinogobius brunneus","밀어","5"
"2024","1","임실천1","Squalidus gracilis majimae","긴몰개","6"
"2024","1","임실천1","Zacco platypus","피라미","62"
"2024","1","임실천1","Zacco temminckii","갈겨니","17"
"2024","2","임실천1","Acanthorhodeus chankaensis","가시납지리","3"
"2024","2","임실천1","Gnathopogon strigatus","줄몰개","5"
"2024","2","임실천1","Hemibarbus longirostris","참마자","1"
"2024","2","임실천1","Iksookimia longicorpa","왕종개","1"
"2024","2","임실천1","Misgurnus anguillicaudatus","미꾸리","2"
"2024","2","임실천1","Pseudogobio esocinus","모래무지","4"
"2024","2","임실천1","Pseudorasbora parva","참붕어","22"
"2024","2","임실천1","Rhinogobius brunneus","밀어","6"
"2024","2","임실천1","Squalidus gracilis majimae","긴몰개","17"
"2024","2","임실천1","Zacco platypus","피라미","125"
"2024","2","임실천1","Zacco temminckii","갈겨니","27"
"2024","1","지장천","Iksookimia longicorpa","왕종개","3"
"2024","1","지장천","Odontobutis platycephala","동사리","1"
"2024","1","지장천","Rhinogobius brunneus","밀어","2"
"2024","1","지장천","Zacco platypus","피라미","14"
"2024","1","지장천","Zacco temminckii","갈겨니","8"
"2024","2","지장천","Acheilognathus lanceolata intermedia","납자루","24"
"2024","2","지장천","Carassius auratus","붕어","52"
"2024","2","지장천","Hemibarbus labeo","누치","12"
"2024","2","지장천","Iksookimia longicorpa","왕종개","4"
"2024","2","지장천","Micropterus salmoides","배스","7"
"2024","2","지장천","Odontobutis interrupta","얼록동사리","1"
"2024","2","지장천","Odontobutis platycephala","동사리","3"
"2024","2","지장천","Pseudogobio esocinus","모래무지","12"
"2024","2","지장천","Pungtungia herzi","돌고기","4"
"2024","2","지장천","Squalidus chankaensis tsuchigae","참몰개","11"
"2024","2","지장천","Zacco koreanus","참갈겨니","29"
"2024","2","지장천","Zacco platypus","피라미","67"
"2024","1","운암","Carassius auratus","붕어","3"
"2024","1","운암","Hemiculter eigenmanni","치리","27"
"2024","1","운암","Lepomis macrochirus","블루길","15"
"2024","1","운암","Micropterus salmoides","배스","1"
"2024","1","운암","Odontobutis interrupta","얼록동사리","1"
"2024","1","운암","Zacco platypus","피라미","6"
"2024","2","운암","Carassius auratus","붕어","35"
"2024","2","운암","Cyprinus carpio","잉어","3"
"2024","2","운암","Hemibarbus labeo","누치","11"
"2024","2","운암","Hemiculter eigenmanni","치리","32"
"2024","2","운암","Lepomis macrochirus","블루길","78"
"2024","2","운암","Microphysogobio yaluensis","돌마자","2"
"2024","2","운암","Micropterus salmoides","배스","13"
"2024","2","운암","Pseudogobio esocinus","모래무지","3"
"2024","2","운암","Rhinogobius brunneus","밀어","3"
"2024","2","운암","Rhinogobius giurinus","갈문망둑","1"
"2024","2","운암","Squalidus chankaensis tsuchigae","참몰개","24"
"2024","2","운암","Tridentiger brevispinis","민물검정망둑","2"
"2024","1","제목천","Iksookimia longicorpa","왕종개","4"
"2024","1","제목천","Odontobutis platycephala","동사리","6"
"2024","1","제목천","Rhinogobius brunneus","밀어","3"
"2024","1","제목천","Rhynchocypris oxycephalus","버들치","38"
"2024","1","제목천","Squalidus gracilis majimae","긴몰개","32"
"2024","1","제목천","Zacco koreanus","참갈겨니","12"
"2024","1","제목천","Zacco platypus","피라미","26"
"2024","1","제목천","Zacco temminckii","갈겨니","74"
"2024","2","제목천","Acheilognathus koreensis","칼납자루","8"
"2024","2","제목천","Iksookimia longicorpa","왕종개","14"
"2024","2","제목천","Odontobutis platycephala","동사리","3"
"2024","2","제목천","Pungtungia herzi","돌고기","16"
"2024","2","제목천","Rhinogobius brunneus","밀어","6"
"2024","2","제목천","Rhynchocypris oxycephalus","버들치","3"
"2024","2","제목천","Squalidus gracilis majimae","긴몰개","42"
"2024","2","제목천","Zacco koreanus","참갈겨니","62"
"2024","2","제목천","Zacco platypus","피라미","35"
"2024","2","제목천","Zacco temminckii","갈겨니","46"
"2024","1","점기천","Misgurnus anguillicaudatus","미꾸리","2"
"2024","1","점기천","Rhinogobius brunneus","밀어","14"
"2024","1","점기천","Zacco temminckii","갈겨니","29"
"2024","2","점기천","Acheilognathus koreensis","칼납자루","6"
"2024","2","점기천","Acheilognathus rhombeus","납지리","1"
"2024","2","점기천","Cyprinus carpio","잉어","3"
"2024","2","점기천","Hemibarbus labeo","누치","2"
"2024","2","점기천","Pseudorasbora parva","참붕어","4"
"2024","2","점기천","Rhinogobius brunneus","밀어","17"
"2024","2","점기천","Zacco platypus","피라미","13"
"2024","2","점기천","Zacco temminckii","갈겨니","82"
"2024","1","대가천","Acheilognathus koreensis","칼납자루","2"
"2024","1","대가천","Iksookimia longicorpa","왕종개","3"
"2024","1","대가천","Pseudorasbora parva","참붕어","2"
"2024","1","대가천","Zacco platypus","피라미","12"
"2024","2","대가천","Acheilognathus koreensis","칼납자루","2"
"2024","2","대가천","Rhinogobius brunneus","밀어","3"
"2024","2","대가천","Zacco temminckii","갈겨니","12"
"2024","1","갈월천","Acheilognathus koreensis","칼납자루","4"
"2024","1","갈월천","Iksookimia longicorpa","왕종개","5"
"2024","1","갈월천","Misgurnus anguillicaudatus","미꾸리","1"
"2024","1","갈월천","Odontobutis platycephala","동사리","2"
"2024","1","갈월천","Rhynchocypris oxycephalus","버들치","3"
"2024","1","갈월천","Zacco koreanus","참갈겨니","49"
"2024","1","갈월천","Zacco platypus","피라미","17"
"2024","1","갈월천","Zacco temminckii","갈겨니","16"
"2024","2","갈월천","Acheilognathus koreensis","칼납자루","7"
"2024","2","갈월천","Iksookimia longicorpa","왕종개","3"
"2024","2","갈월천","Odontobutis platycephala","동사리","3"
"2024","2","갈월천","Zacco koreanus","참갈겨니","36"
"2024","1","추령천-3","Acheilognathus koreensis","칼납자루","12"
"2024","1","추령천-3","Coreoperca herzi","꺽지","2"
"2024","1","추령천-3","Iksookimia longicorpa","왕종개","1"
"2024","1","추령천-3","Pungtungia herzi","돌고기","8"
"2024","1","추령천-3","Squalidus gracilis majimae","긴몰개","28"
"2024","1","추령천-3","Zacco koreanus","참갈겨니","18"
"2024","1","추령천-3","Zacco platypus","피라미","43"
"2024","1","추령천-3","Zacco temminckii","갈겨니","4"
"2024","2","추령천-3","Acheilognathus koreensis","칼납자루","26"
"2024","2","추령천-3","Carassius auratus","붕어","6"
"2024","2","추령천-3","Coreoperca herzi","꺽지","12"
"2024","2","추령천-3","Cyprinus carpio","잉어","4"
"2024","2","추령천-3","Gnathopogon strigatus","줄몰개","4"
"2024","2","추령천-3","Hemibarbus longirostris","참마자","4"
"2024","2","추령천-3","Iksookimia longicorpa","왕종개","5"
"2024","2","추령천-3","Liobagrus somjinensis","섬진자가사리","2"
"2024","2","추령천-3","Microphysogobio yaluensis","돌마자","8"
"2024","2","추령천-3","Micropterus salmoides","배스","3"
"2024","2","추령천-3","Pseudogobio esocinus","모래무지","3"
"2024","2","추령천-3","Pungtungia herzi","돌고기","46"
"2024","2","추령천-3","Rhodeus uyekii","각시붕어","13"
"2024","2","추령천-3","Siniperca scherzeri","쏘가리","2"
"2024","2","추령천-3","Zacco koreanus","참갈겨니","32"
"2024","2","추령천-3","Zacco platypus","피라미","75"
"2024","2","추령천-3","Zacco temminckii","갈겨니","8"
"2024","1","추령천2","Hemiculter eigenmanni","치리","9"
"2024","1","추령천2","Lepomis macrochirus","블루길","2"
"2024","1","추령천2","Micropterus salmoides","배스","5"
"2024","1","추령천2","Rhinogobius brunneus","밀어","1"
"2024","1","추령천2","Zacco koreanus","참갈겨니","2"
"2024","2","추령천2","Cobitis tetralineata","줄종개","7"
"2024","2","추령천2","Hemibarbus labeo","누치","3"
"2024","2","추령천2","Hemiculter eigenmanni","치리","32"
"2024","2","추령천2","Lepomis macrochirus","블루길","13"
"2024","2","추령천2","Micropterus salmoides","배스","29"
"2024","2","추령천2","Pungtungia herzi","돌고기","6"
"2024","2","추령천2","Rhinogobius brunneus","밀어","7"
"2024","2","추령천2","Tridentiger brevispinis","민물검정망둑","3"
"2024","2","추령천2","Zacco platypus","피라미","54"
"2024","1","갈담천1","Odontobutis platycephala","동사리","3"
"2024","1","갈담천1","Zacco platypus","피라미","82"
"2024","1","갈담천1","Zacco temminckii","갈겨니","34"
"2024","2","갈담천1","Acheilognathus rhombeus","납지리","1"
"2024","2","갈담천1","Carassius auratus","붕어","4"
"2024","2","갈담천1","Odontobutis interrupta","얼록동사리","1"
"2024","2","갈담천1","Rhinogobius brunneus","밀어","9"
"2024","2","갈담천1","Rhodeus uyekii","각시붕어","25"
"2024","2","갈담천1","Squalidus gracilis majimae","긴몰개","12"
"2024","2","갈담천1","Zacco platypus","피라미","14"
"2024","2","갈담천1","Zacco temminckii","갈겨니","43"
"2024","1","이윤천","Iksookimia longicorpa","왕종개","2"
"2024","1","이윤천","Odontobutis platycephala","동사리","6"
"2024","1","이윤천","Pungtungia herzi","돌고기","6"
"2024","1","이윤천","Zacco koreanus","참갈겨니","9"
"2024","1","이윤천","Zacco platypus","피라미","17"
"2024","1","이윤천","Zacco temminckii","갈겨니","34"
"2024","2","이윤천","Coreoperca herzi","꺽지","1"
"2024","2","이윤천","Iksookimia longicorpa","왕종개","4"
"2024","2","이윤천","Odontobutis platycephala","동사리","1"
"2024","2","이윤천","Pungtungia herzi","돌고기","9"
"2024","2","이윤천","Zacco koreanus","참갈겨니","70"
"2024","2","이윤천","Zacco platypus","피라미","13"
"2024","1","임실1","Acheilognathus koreensis","칼납자루","3"
"2024","1","임실1","Micropterus salmoides","배스","1"
"2024","1","임실1","Pungtungia herzi","돌고기","2"
"2024","1","임실1","Sarcocheilichthys variegatus wakiyae","참중고기","6"
"2024","1","임실1","Zacco koreanus","참갈겨니","19"
"2024","1","임실1","Zacco platypus","피라미","26"
"2024","2","임실1","Acheilognathus koreensis","칼납자루","39"
"2024","2","임실1","Acheilognathus majusculus","큰줄납자루","6"
"2024","2","임실1","Microphysogobio yaluensis","돌마자","1"
"2024","2","임실1","Odontobutis interrupta","얼록동사리","1"
"2024","2","임실1","Pungtungia herzi","돌고기","14"
"2024","2","임실1","Zacco koreanus","참갈겨니","27"
"2024","2","임실1","Zacco platypus","피라미","78"
"2024","1","금창천","Acheilognathus koreensis","칼납자루","38"
"2024","1","금창천","Iksookimia longicorpa","왕종개","2"
"2024","1","금창천","Odontobutis platycephala","동사리","3"
"2024","1","금창천","Pungtungia herzi","돌고기","34"
"2024","1","금창천","Rhodeus uyekii","각시붕어","2"
"2024","1","금창천","Zacco koreanus","참갈겨니","45"
"2024","1","금창천","Zacco platypus","피라미","7"
"2024","1","금창천","Zacco temminckii","갈겨니","16"
"2024","2","금창천","Acheilognathus koreensis","칼납자루","27"
"2024","2","금창천","Coreoleuciscus splendidus","쉬리","2"
"2024","2","금창천","Coreoperca herzi","꺽지","3"
"2024","2","금창천","Iksookimia longicorpa","왕종개","1"
"2024","2","금창천","Odontobutis platycephala","동사리","1"
"2024","2","금창천","Pungtungia herzi","돌고기","28"
"2024","2","금창천","Zacco koreanus","참갈겨니","62"
"2024","2","금창천","Zacco platypus","피라미","17"
"2024","2","금창천","Zacco temminckii","갈겨니","8"
"2024","1","석산","Acheilognathus majusculus","큰줄납자루","4"
"2024","1","석산","Coreoleuciscus aeruginos","참쉬리","4"
"2024","1","석산","Coreoperca herzi","꺽지","1"
"2024","1","석산","Pseudogobio esocinus","모래무지","3"
"2024","1","석산","Pungtungia herzi","돌고기","23"
"2024","1","석산","Sarcocheilichthys variegatus wakiyae","참중고기","5"
"2024","1","석산","Zacco koreanus","참갈겨니","136"
"2024","1","석산","Zacco platypus","피라미","17"
"2024","2","석산","Acheilognathus koreensis","칼납자루","12"
"2024","2","석산","Acheilognathus majusculus","큰줄납자루","2"
"2024","2","석산","Iksookimia longicorpa","왕종개","1"
"2024","2","석산","Microphysogobio yaluensis","돌마자","7"
"2024","2","석산","Pseudogobio esocinus","모래무지","14"
"2024","2","석산","Pungtungia herzi","돌고기","15"
"2024","2","석산","Squalidus chankaensis tsuchigae","참몰개","3"
"2024","2","석산","Zacco koreanus","참갈겨니","81"
"2024","2","석산","Zacco platypus","피라미","36"
"2024","1","오수천-1","Misgurnus anguillicaudatus","미꾸리","1"
"2024","1","오수천-1","Oryzias sinensis","대륙송사리","2"
"2024","1","오수천-1","Pseudorasbora parva","참붕어","1"
"2024","1","오수천-1","Rhinogobius brunneus","밀어","124"
"2024","1","오수천-1","Rhynchocypris oxycephalus","버들치","37"
"2024","1","오수천-1","Zacco koreanus","참갈겨니","88"
"2024","1","오수천-1","Zacco platypus","피라미","25"
"2024","2","오수천-1","Carassius auratus","붕어","1"
"2024","2","오수천-1","Micropercops swinhonis","좀구굴치","1"
"2024","2","오수천-1","Misgurnus anguillicaudatus","미꾸리","13"
"2024","2","오수천-1","Oryzias sinensis","대륙송사리","14"
"2024","2","오수천-1","Pseudorasbora parva","참붕어","45"
"2024","2","오수천-1","Rhinogobius brunneus","밀어","77"
"2024","2","오수천-1","Rhinogobius giurinus","갈문망둑","2"
"2024","2","오수천-1","Rhodeus uyekii","각시붕어","54"
"2024","2","오수천-1","Rhynchocypris oxycephalus","버들치","39"
"2024","2","오수천-1","Zacco koreanus","참갈겨니","110"
"2024","2","오수천-1","Zacco temminckii","갈겨니","17"
"2024","1","초장천","Cobitis tetralineata","줄종개","1"
"2024","1","초장천","Iksookimia longicorpa","왕종개","2"
"2024","1","초장천","Misgurnus anguillicaudatus","미꾸리","4"
"2024","1","초장천","Rhodeus notatus","떡납줄갱이","1"
"2024","1","초장천","Rhodeus uyekii","각시붕어","1"
"2024","1","초장천","Squalidus gracilis majimae","긴몰개","6"
"2024","1","초장천","Zacco temminckii","갈겨니","54"
"2024","2","초장천","Carassius auratus","붕어","1"
"2024","2","초장천","Cobitis tetralineata","줄종개","1"
"2024","2","초장천","Micropterus salmoides","배스","7"
"2024","2","초장천","Misgurnus anguillicaudatus","미꾸리","6"
"2024","2","초장천","Rhynchocypris oxycephalus","버들치","3"
"2024","2","초장천","Silurus asotus","메기","1"
"2024","2","초장천","Zacco koreanus","참갈겨니","8"
"2024","2","초장천","Zacco platypus","피라미","37"
"2024","2","초장천","Zacco temminckii","갈겨니","5"
"2024","1","오수천1-2","Carassius auratus","붕어","7"
"2024","1","오수천1-2","Microphysogobio yaluensis","돌마자","8"
"2024","1","오수천1-2","Pseudogobio esocinus","모래무지","17"
"2024","1","오수천1-2","Pseudorasbora parva","참붕어","3"
